articolo;localizzazione;tempo;grave;moto;utenti_deboli
Loris Catelli, 77enne investito da un'auto nel pomeriggio di martedì scorso, è deceduto nel pomeriggio di venerdì 14 aprile all'Ospedale Maggiore di Parma, dove si trovava ricoverato dopo il gravissimo incidente avvenuto in via Roma Nord a Vezzano, in provincia di Reggio Emilia, verso le 16.30. Le sue condizioni di salute erano apparse da subito particolarmente gravi: dopo il trasporto in ospedale era stato ricoverato in terapia intensiva. Purtroppo non ce l'ha fatta. Dopo tre giorni è deceduto. Loris lascia la moglie Simba Azzali, le figlie Cristina e Barbara, l'adorato nipotino, la cognata e tanti parenti.;0;0;0;0;0
Momenti di paura all'alba di oggi, domenica 16 aprile in strada dei Mercati a Parma. Per cause in corso di accertamento un pedone è stato investito da un'auto mentre si trovava in località Cornocchio, nel comune di Parma. L'allarme è scattato poco dopo le ore 6 e sul posto sono arrivati i soccorritori del 118 che, dopo aver prestato le prime cure all'uomo, lo hanno trasportato d'urgenza al pronto soccorso dell'Ospedale Maggiore di Parma. Secondo le prime informazioni le sue condizioni di salute sarebbero gravi ma non si troverebbe in pericolo di vita. Sul posto anche le forze dell'ordine che hanno effettuato i rilievi previsti per legge.;0;0;0;0;0
Pauroso scontro frontale oggi pomeriggio, 15 aprile, in via Togliatti a Langhirano. Per cause in corso di accertamento, due auto sono venute in collisione, provocando il ferimento di quattro persone. Un uomo di 35enne si trova adesso ricoverato in gravissime condizioni nel reparto di rianimazione del Maggiore. Le altre tre persone ferite sono state ricoverate in pronto soccorso con ferite di media gravità. Sul luogo dell'incidente sono intervenuti gli agenti della polizia locale, le ambulanze de 118 e i carabinieri. Non si conoscono al momento le cause dell'incidente. La dinamica è tuttora al vaglio.;0;0;0;0;0
Un impatto tremendo, le auto che sbandano e finiscono la loro corsa in direzioni opposte. I frontali delle vetture letteralmente squarciati a causa dell'impatto. Tra i due feriti c'è anche un bambino. E' accaduto tutto stamattina, 14 aprile, intorno alle 8,30 in via Pasubio. Per cause in corso di accertamento due macchine si sono scontrate. Una delle auto ha finito la corsa andando a sbattere contro il muretto di un'abitazione, l'altra contro una cancellata dalla parte opposta della carreggiata. Sul posto polizia locale, ambulanze del 118 e i vigili del fuoco. Si sta cercando di ricostruire la dinamica dell'incidente. I due feriti sono stati ricoverati all'ospedale Maggiore ma non sono in pericolo di vita. IN AGGIORNAMENTO;0;0;0;0;0
Tragedia ieri sera a Ragazzola. Una donna è morta e un'altra è rimasta gravemente ferita in un incidente stradale. A perdere la vita è stata una 82enne di Fidenza, mentre l'altra, una 58enne, è ricoverata in gravissime condizioni (prognosi riservata) all'ospedale Maggiore di Parma. Il frontale tra due auto (dopo l'impatto finite fuori strada) sulla Provinciale che da Ragazzola porta a Soragna non ha purtroppo lasciato scampo all'anziana 82enne. Sul posto i carabinieri di Roccabianca e Busseto, il 118 e i vigili del fuoco.;0;0;0;0;0
Scontro tra due auto in A1 tra Parma e Fidenza in direzione Milano nella tarda mattinata di martedì 11 aprile. Secondo le prime informazioni non ci sarebbero feriti gravi ma, in seguito al sinistro, si sono formati cinque chilometri di coda. Sulla A1 Milano-Napoli, tra Parma e Fidenza verso Milano si è formata una coda di 5 chilometri in diminuzione, per un incidente avvenuto al km 97,6 e ora risolto. Il traffico defluisce su tre corsie. In alternativa consigliamo di uscire a Parma e rientrare in autostrada a Fidenza dopo aver percorso la SS9 Via Emilia. Per le lunghe percorrenze consigliamo di utilizzare la A22 del Brennero e poi la la A4 Torino-Trieste. Sul posto è presente il personale di Autostrade per l'Italia;0;0;0;0;0
Grave incidente stradale nelle prime ore della mattinata di martedì 11 aprile. Per cause in corso di accertamento la conducente di un'auto ha perso il controllo del mezzo mentre stava percorrendo la strada provinciale che collega Tortiano a Montecchio Emilia, a cavallo tra le province di Parma e di Reggio Emilia. Erano da poco passate le ore 7.30 quando, per cause in corso di ricostruzione, l'auto è finita fuori strada e si è ribaltata. La donna che era al volante del mezzo è rimasta incastrata ed è stato necessario l'intervento dei vigili del fuoco, che l'hanno liberata dalle lamiere. Sul posto anche i sanitari del 118 che hanno trasportato la donna d'urgenza al pronto soccorso dell'Ospedale Maggiore di Parma. Gli agenti della polizia locale hanno effettuato i rilievi previsti per legge e gestito il traffico in zona. Si sono infatti verificati alcuni rallentamenti nell'area interessata all'incidente.;0;0;0;0;0
Ieri una giornata da incubo tra Piacenza e Fidenza in A1, tra la tragedia del camionista morto dopo l'impatto del suo camion contro un guard rail e l'autostrada del Sole rimasta chiusa per tutto il pomeriggio. Il camionista deceduto all'ospedale di Parma aveva 60 anni ed era originario della provincia di Forlì. Intorno alle 14 il suo tir è finito di traverso al chilometro 78 verso Bologna tra Fiorenzuola e Fidenza, andando a sbattere contro il guard rail. Alle forze dell'ordine non è rimasto altro che chiudere il tratto di autostrada interessato, verso Fidenza. In serata il tratto è stato riaperto ma fino a notte venivano segnalate coda fra Piacenza e Terre di Canosssa-Campegine. Traffico in tilt dunque tra Piacenza e il Parmense e anche sulla via Emilia, fino a Fidenza. E anche oggi la situazione, dal punto di vista del traffico, sembra essere piuttosto complicata. Si registrano infatti code a tratti fra Lodi e Fidenza per il traffico intenso a causa dell'esodo pasquale. Già da stamattina il traffico registrato è subito stato sostenuto e si procede in certi punti con code e velocità limitata.;0;0;0;0;0
Tragedia in A1 nel pomeriggio del 6 aprile. In direzione Sud all'altezza di Chiaravalle al chilometro 78 un mezzo pesante dopo aver sbandato ed essendosi schiantato contro il guard rail è finito di traverso sulla carreggiata. Sul posto sono intervenuti i sanitari del 118 Fiorenzuola, la Pubblica asssistenza Valvarda e l'elicottero di Parma nonché la polizia stradale e i vigili del fuoco. Il traffico è rimasto bloccato verso Bologna per buona parte del pomeriggio e i mezzi venivano fatti uscire sulla via Emilia, bloccata anch'essa per lunghi tratti del pomeriggio. Nell'incidente è morto il conducente del Tir, un 60enne della provincia di Forlì, dopo essere stato trasportato d'urgenza all'ospedale di Parma dal personale volontario della Pubblica Assistenza Valdarda. Le cause dell'incidente sono ora al vaglio della Stradale di Parma. A causa del sinistro, tra la Complanare di Piacenza e Fidenza, verso Bologna, è stata quindi disposta la chiusura del tratto proprio all'altezza del km 78, poi riaperto. All'interno del tratto chiuso il traffico è rimasto bloccato e si sono verificati diversi chilometri di coda.;0;0;0;0;0
E' indagato a piede libero per omicidio stradale ed è tornato in Albania il 32enne Orjol Lame, conducente dell'auto che il 30 ottobre si è schiantata contro un'abitazione lungo la via Emilia, tra Parma e Reggio Emilia, provocando la morte di quattro persone, la moglie 22enne, il figlio di un anno e 4 mesi e il fratello e la sorella minori della moglie, di 11 e 9 anni. Il conducente era positivo alla droga e all'alcool al momento dell'incidente. La richiesta degli arresti domiciliari, presentata dal Pm, è stata respinta così come la richiesta del divieto di espatrio. Si trova nel suo Paese il 32enne indagato per omicidio stradale per lincidente costato la vita a quattro famigliari. Rifiutate le richieste di domiciliari e di divieto di espatrio che erano state presentate dalla Procura. Secondo il tribunale non vi sarebbe pericolo di fuga Comè noto, e come stato ricostruito dagli agenti della Polizia locale di Reggio Emilia, il trentenne di origini albanesi la sera di domenica 30 ottobre 2022 è uscito rovinosamente di strada con la Fiat Stylo di cui era alla guida mentre percorreva via Newton in direzione Parma, al civico 52, a villa Gaida di Reggio Emilia, invadendo la corsia opposta, sfondando la muretta di recinzione esterna di un casolare disabitato, schiantandosi contro la casa, abbattendo anche il muro dellabitazione, penetrando nei locali abitativi e distruggendo così due famiglie, la sua e quella della moglie. Nel tremendo schianto, infatti, hanno perso la vita tutti e quattro gli incolpevoli passeggeri che si trovavano a bordo, sua moglie Shane Hyseni, 22 anni, il loro figlioletto Mattias, di appena un anno e quattro mesi, e il fratello e la sorella minori di Shane, Resat, 11 anni, e Rejana, 9.;0;0;0;0;0
Poco dopo le ore 9:15, sulla A1 Milano-Napoli, è avvenuto un incidente nel tratto compreso tra il bivio con al Modena nord e Reggio Emilia verso Milano, allaltezza del km 149,3. Nellincidente sono stati coinvolti tre mezzi pesanti di cui uno trasporta merci pericolose. Poco dopo è avvenuto un secondo incidente allaltezza del km 154, che ha visto coinvolti due mezzi pesanti. Sul luogo di entrambi gli eventi sono intervenuti i Vigili del Fuoco, i soccorsi sanitari e meccanici, le pattuglie della Polizia Stradale ed il personale della Direzione 3° Tronco di Bologna di Autostrade per lItalia. Attualmente, in corrispondenza di entrambi gli incidenti, il traffico transita su una corsia e si registrano 8 km di coda verso Milano. In carreggiata opposta si registrano accodamenti per traffico intenso, dovuti agli spostamenti in per le festività pasquali. Agli utenti diretti verso Milano, si consiglia di uscire alla stazione di Modena sud, percorrere la SS9 Via Emilia e rientrare in A1 alla stazione di Reggio Emilia.;0;0;0;0;0
Paura nella notte tra mercoledì 5 e giovedì 6 aprile a Ragazzola di Roccabianca. Per cause in corso di accertamento una Volkswagen Golf, che stava percorrendo la strada a ridosso del Po, è precipitata dall'argine e si è ribaltata. Il conducente, un ragazzo di 20 anni, è rimasto incastrato tra le lamiere del veicolo. Per liberarlo sono arrivati i vigili del fuoco: gli operatori del 115 lo hanno fatto uscire. Sul posto l'automedica e l'ambulanza di San Secondo, oltre ai carabinieri. Secondo le prime informazioni il giovane conducente avrebbe riportato traumi in varie parti del corpo. Gli operatori sanitari lo hanno medicato sul posto e poi trasportato d'urgenza al pronto soccorso dell'Ospedale Maggiore di Parma. Le sue condizioni di salute sarebbero serie: attualmente si trova ricoverato nell'area rossi. Il veicolo è stato rinvenuto grazie al sistema crash system, che ha allertato i carabinieri.;0;0;0;0;0
Grave incidente stradale nella notte a Felino, in via Nello Venturini. Un'auto è finita contro un palo poco dopo le ore 2 della nottata tra martedì 4 e mercoledì 5 aprile. Secondo le prime informazioni il conducente del mezzo ha perso il controllo del veicolo, che si è poi schiantato. Sul posto i soccorritori del 118, la Pubblica Assistenza di Collecchio, Felino e Sala Baganza, e i carabinieri, che hanno effettuato i rilievi previsti per legge. Il conducente dell'auto ha riportato traumi in varie parti del corpo ed è stato trasportato d'urgenza al pronto soccorso dell'Ospedale Maggiore di Parma. Le sue condizioni di salute sono gravi ma non si troverebbe in pericolo di vita.;0;0;0;0;0
Grave incidente stradale nel primo pomeriggio di lunedì 3 aprile lungo la strada che collega Bore a Bardi. Per cause in corso di accertamento il conducente di un'auto ha perso il controllo del veicolo, che è finito nel canale. L'episodio si è verificato verso le ore 13 in corrispondenza dell'abitato di Luneto di Bore. Sul posto è arrivato l'elisoccorso, che ha trasportato il conducente ferito all'Ospedale Maggiore di Parma. Secondo le prime informazioni avrebbe riportato traumi in varie parti del corpo ma non si troverebbe in pericolo di vita.;0;0;0;0;0
Paura a Fornovo nella mattinata di lunedì 3 aprile nei pressi della rotonda, in corrispondenza del negozio Palladini, in direzione Ramiola. Per cause in corso di accertamento un'auto ha preso fuoco in corsa. Il conducente è riuscito a scendere appena in tempo, poco prima che le fiamme avvolgessero il veicolo, che è stato completamente distrutto dal rogo. Sul posto i vigili del fuoco che hanno spento l'incendio in pochi minuti ed hanno evitato il peggio. L'auto, al momento del rogo, si trovava lungo la carreggiata. Il conducente, infatti, ha cercato di accostare ma poi ha abbandonato il mezzo, già avvolto dal fumo. Sul posto anche un'ambulanza della Croce Blu Pubblica Assistenza di Bardi: i sanitari si sono accertati delle condizioni di salute del conducente che non avrebbe comunque riportato ferite. In conseguenza dell'episodio si sono formate alcune code e rallentamenti nel tratto interessato. Sul posto anche la polizia locale della Bassa Val Taro che ha gestito il traffico in zona.;0;0;0;0;0
Grave incidente stradale nelle prime ore della mattinata di lunedì 3 aprile lungo via Langhirano a Parma, all'altezza dell'abitato di Fontanini. Per cause in corso di accertamento un'auto e una moto si sono scontrate. Ad avere la peggio il conducente della moto, che è stato sbalzato sull'asfalto e si è provocato alcune ferite in varie parti del corpo. L'allarme è scattato da subito e sul posto sono arrivate le ambulanze del 118 e la polizia locale, che ha effettuato i rilievi previsti per legge. Secondo le prime informazioni le condizioni del motociclista sarebbero gravi ma non si troverebbe in pericolo di vita. L'uomo è stato trasportato d'urgenza al pronto soccorso dell'Ospedale Maggiore di Parma. Gli agenti della polizia locale di Parma hanno effettuato i rilievi previsti per legge e gestito il traffico in zona.;0;0;0;0;0
Grave incidente oggi, 31 marzo, intorno a mezzogiorno in via Colorno. Un tir che trasportava prosciutti si è ribaltato per cause in corso di accertamento. Sul posto è intervenuta un'ambulanza del 118, che ha portato al Pronto soccorso il ferito in condizioni gravi. In via Colorno anche i vigili del fuoco che si stanno occupando di spostare il camion coinvolto nell'incidente. Sul posto, per i rilievi, anche la polizia locale.;0;0;0;0;0
Grave incidente stradale nella tarda serata di giovedì 30 marzo lungo l'autostrada A1 tra Parma e Reggio Emilia. Due auto si sono scontrate per motivi in corso di accertamento mentre stavano percorrendo il tratto autostradale in direzione Parma. In conseguenza dello scontro cinque persone sono rimaste ferite, tra loro anche tre minorenni. Sul posto un'ambulanza della Croce Rossa di Parma, i vigili del fuoco di Sant'Ilario d'Enza, la polizia stradale e l'eliambulanza. Tutti i feriti sono stati trasportati d'urgenza al pronto soccorso dell'Ospedale Maggiore. Le loro condizioni di salute sarebbero gravi ma non si troverebbero in pericolo di vita.;0;0;0;0;0
Grave incidente stradale nel pomeriggio di giovedì 30 marzo in località San Quirico di Trecasali. Erano da poco passate le ore 17 quando, per cause in corso di accertamento, il conducente di un camion ha perso il controllo del mezzo pesante, che è finito nel canale. La dinamica dell'incidente non è ancora chiara. Il camionista ha riportato ferite di media gravità ed è stato trasportato al pronto soccorso dell'Ospedale Maggiore di Parma. Sul posto l'ambulanza infermieristica della Croce Rossa di Pontetaro, oltre ai vigili del fuoco e alla polizia locale, che ha effettuato i rilievi previsti per legge. Il camionista non sarebbe in pericolo di vita. Gli operatori del 115 hanno messo in sicurezza l'area dell'incidente.;0;0;0;0;0
Un camion ha perso una parte del carico composto da alcuni balloni di fieno nel pomeriggio di giovedì 30 marzo mentre stava percorrendo la tangenziale di Parma. In conseguenza dell'incidente, avvenuto in corrispondenza dell'uscita per le Fiere di Parma, si sono verificati alcuni rallentamenti. Sul posto la polizia stradale ha gestito il traffico in zona;0;0;0;0;0
Bruttissimo incidente all'altezza di Fognano, in via Cremonese intorno alle 8:30. Per cause ancora in corso d'accertamento, due auto si sono scontrate e una di queste ha finito la sua corsa contro un palo. Il conducente ha riportato ferite gravi ed è stato trasportato al Pronto Soccorso. L'altro conducente non ha riportato ferite e ha rifiutato il trasporto in Ospedale per gli accertamenti. Sul posto gli operatori del 118 e le forze dell'ordine per i rilievi del caso. Lavoro anche per i vigili del fuoco che hanno dovuto liberare il conducente incastrato nelle lamiere per fortuna senza tragiche conseguenze.;0;0;0;0;0
Grave incidente stradale poco prima delle ore 14 lungo strada delle Valli di San Martino a Collecchio. Per cause in corso di accertamento verso le 13.40 due auto si sono scontrate e uno dei due veicoli è finito fuori strada e si è ribaltato. L'allarme è scattato da subito e sul posto sono arrivati i vigili del fuoco e i soccorritori del 118, l'ambulanza della Pubblica Assistenza di Collecchio, Sala Baganza e Felino. All'interno dell'abitacolo la conducente ferita è stata fatto uscire dagli operatori del 115. La donna è stata affidata alle cure del personale sanitario ed è stata trasportata con l'ambulanza al pronto soccorso dell'Ospedale Maggiore di Parma. Secondo le prime informazioni avrebbe riportato traumi in varie parti del corpo e le sue condizioni sarebbero piuttosto gravi. Sono in corso accertamenti medici per verificare le condizioni di salute: attualmente si trova nell'area rossi del pronto soccorso.;0;0;0;0;0
Pensava fosse sufficiente darsi alla fuga per farla franca, ma si sbagliava. Era circa mezzogiorno di lunedì 6 marzo quando luomo, alla guida della sua auto, dopo essersi scontrato lateralmente con un altro veicolo in pieno centro abitato a Sala Baganza si allontanava dal luogo del sinistro in fretta e furia con uninversione a U, facendo perdere le proprie tracce e lasciando di stucco laltro conducente, che a seguito dello scontro aveva riportato lesioni lievi. Lanciato lallarme, sul luogo è intervenuta una pattuglia della Polizia locale dellUnione Pedemontana Parmense, che grazie ai dettagli forniti da alcuni testimoni ha iniziato le indagini riuscendo così a risalire allidentità del conducente. Dopo le procedure di identificazione, il pirata è stato denunciato per aver violato lArticolo 189 del Codice della Strada, che impone lobbligo ai conducenti coinvolti in un incidente di fermarsi, e ora rischia dai 6 mesi ai tre anni di reclusione, oltre alla sospensione della patente da 1 a tre anni. «Un plauso ai nostri agenti  sottolinea il sindaco dei Felino e assessore alla Sicurezza dellUnione Pedemontana Parmense Filippo Casolari  che attraverso le indagini avviate grazie ai testimoni, hanno permesso di denunciare il conducente che si è allontanato. Un comportamento inaccettabile e che, nel caso in cui ci fossero stati dei feriti gravi, avrebbe potuto portare a conseguenze drammatiche». Ua gratitudine, quella nei confronti della Polizia locale dellUnione Pedemontana, espressa anche dal primo cittadino di Sala Baganza Aldo Spina che ha voluto ringraziare anche i testimoni: «Con prontezza hanno permesso di identificare il veicolo e risalire così al conducente. Un fatto importante  prosegue Spina  che rappresenta un virtuoso esempio di quel senso civico di cui la nostra comunità ha dato prova in diverse altre occasioni».;0;0;0;0;0
Grave incidente stradale nella mattinata di oggi, mercoledì 29 marzo, in corrispondenza della rotonda di via Bellini a Busseto. Per cause in corso di accertamento un'auto ed un camion si sono scontrati mentre percorrevano la rotonda. Il conducente dell'auto è rimasto ferito mentre il camionista è rimasto illeso. Sul posto l'ambulanza della Pubblica Assistenza di Busseto, oltre agli agenti della polizia locale, che hanno effettuato i rilievi previsti per legge. Il conducente dell'auto è stato trasportato al pronto soccorso dell'Ospedale di Vaio con ferite di media gravità.;0;0;0;0;0
Grave incidente stradale nella mattinata di lunedì 27 marzo. Poco dopo le ore 9 tre auto si sono scontrate violentemente in corrispondenza di una rotonda lungo via Traversetolo, in località Piazza poco prima dello stabilimento Mutti. Le cause dello scontro sono in corso di accertamento. Sul posto sono arrivate due ambulanze, una della Croce Azzurra di Traversetolo e l'altra della Pubblica Assistenza di Parma, oltre all'automedica di Traversetolo. I vigili del fuoco di Parma sono arrivati dalla caserma di via Chiavari per mettere in sicurezza l'area dell'incidente. Tre persone ferite sono state assistite dai sanitari, due hanno rifiutato il ricovero. Uno dei conducenti, invece, è stato trasportato al pronto soccorso del Maggiore. Secondo le prime informazioni avrebbe riportato alcuni traumi ma non sarebbe in pericolo di vita. Sul posto anche la polizia locale che ha regalato il traffico in zona. I mezzi incidentati all'interno della rotonda hanno provocato alcuni rallentamenti.;0;0;0;0;0
Grave incidente nelle prime ore della mattinata di lunedì 27 marzo a Fontanellato. Per cause in corso di accertamento un ciclista di 50anni è stato investito da un furgone poco prima delle ore 6.30 in via IV Novembre. La dinamica esatta dell'episodio non è ancora chiara. Il pedone è stato soccorso sul posto e poi trasportato al pronto soccorso dell'Ospedale di Vaio di Fidenza in gravi condizioni di salute. Sul posto l'automedica e l'ambulanza di San Secondo. Secondo le prime informazioni avrebbe riportato traumi in varie parti del corpo ma non si troverebbe in pericolo di vita.;0;0;0;0;0
Dramma sfiorato in via Bormioli, nel sottopasso che collega i centri commerciali Euro Torri e Centro Torri. Due pedoni sono infatti stati investiti da un mezzo e trasportati in ospedale. Sul posto un'ambulanza del 118 per le cure immediate. Le condizioni delle due persone sono state giudicate di media gravità. Rilievi della polizia locale.;0;0;0;0;0
Il Soccorso Alpino Emilia-Romagna è stato attivato nel tardo pomeriggio per un biker caduto a terra: l'uomo ha manifestato un forte dolore al torace. Il 37enne, residente in Provincia di Parma, era in compagnia amici a svolgere un giro con la moto da enduro. Il gruppo stava percorrendo una strada sterrata tra Tordenaso e Marzolara quando l'uomo ha perso il controllo del proprio mezzo cadendo rovinosamente a terra, procurandosi un forte trauma toracico. Gli amici hanno subito chiamato i soccorsi e sul posto è giunta una squadra del Soccorso Alpino stazione monte Orsaro. Gli operatori Saer hanno immobilizzato il biker, posizionato su barella portantina e trasportato all'ambulanza per circa 400 metri. Lambulanza di Calestano ha così preso in carico l'infortunato per trasportarlo all'ospedale Maggiore di Parma per le cure del caso. Sul posto presenti anche i Vigili del Fuoco di Langhirano e l'automedica.;0;0;0;0;0
